cas_confirmes;cas_confirmes_ehpad;deces;deces_ehpad;reanimation;hospitalises;gueris
;;354;;7;50;1691
;;1941;;42;345;8200
;;746;;8;82;2752
;;480;;4;63;2022
;;207;;4;11;975
;;328;;7;62;1383
;;1716;;30;221;7200
;;1516;;17;75;6198
;;3167;;50;239;15305
;;265;;3;27;1287
;;1104;;9;79;4694
;;602;;7;63;2959
;;699;;6;61;2869
;;1028;;11;61;4943
;;4528;;144;466;20493
;;1531;;47;373;6476
;;2030;;61;185;9063
;;1830;;45;190;8429
;;256;;2;12;1126
;;935;;24;195;3123
;;378;;3;30;1404
;;221;;8;21;898
;;1479;;25;147;6089
;;896;;10;97;4035
;;290;;5;33;1628
;;268;;0;11;1342
;;327;;7;45;1217
;;857;;6;63;2877
;;579;;9;98;2249
;;600;;4;16;2185
;;1882;;60;272;9610
;;2715;;66;433;14717
;;2467;;62;463;13464
;;2977;;32;194;13918
;;2027;;28;276;9306
;;303;;22;98;1472
;;98;;7;18;815
;;135;;35;124;2889
;;233;;34;148;1942
;;131;;1;4;1271
;;84322;;1655;10386;381278
;;303;;22;98;1472
;;98;;7;18;815
;;135;;35;124;2889
;;233;;34;148;1942
;;131;;1;4;1271
;;20456;;498;2479;99000
;;2763;;62;347;12328
;;4822;;46;443;19632
;;3352;;81;705;14219
;;9216;;227;1429;37738
;;10175;;118;821;37959
;;2717;;39;256;13158
;;1647;;37;355;7935
;;3850;;68;512;17039
;;4574;;88;578;21492
;;11628;;134;1032;51133
;;8017;;155;1006;40307
;;205;;3;31;949
;;621;;6;88;2860
;;1112;;12;76;4288
;;586;;3;17;2129
;;251;;2;80;1134
;;253;;1;8;1258
;;1528;;16;166;6544
;;500;;1;26;2044
;;374;;0;11;1186
;;80;;5;20;417
;;439;;5;36;1950
;;367;;3;42;1214
;;233;;1;44;1020
;;3610;;94;487;21274
;;600;;9;80;2638
;;134;;0;14;579
;;159;;2;18;650
;;326;;6;46;1168
;;512;;0;22;1565
;;219;;1;3;920
;;938;;9;109;3767
;;246;;4;25;1247
;;97;;6;20;587
;;221;;4;92;855
;;519;;12;44;2407
;;771;;10;57;2923
;;493;;8;113;1928
;;513;;16;43;2860
;;262;;8;56;1118
;;117;;3;24;500
;;88;;0;6;451
;;648;;10;91;2966
;;812;;20;126;5256
;;101;;1;7;459
;;1071;;28;154;5408
;;985;;16;102;4666
;;708;;16;176;3529
;;266;;4;24;1036
;;496;;11;57;2195
;;1765;;12;194;7618
;;484;;0;17;1984
;;245;;2;21;895
;;328;;3;53;1610
;;1361;;19;130;5857
;;253;;1;40;1281
;;839;;13;65;3950
;;649;;27;131;3082
;;100;;0;5;405
;;184;;2;18;860
;;119;;1;6;443
;;710;;12;67;3360
;;376;;6;80;1496
;;904;;19;148;3544
;;369;;3;26;1358
;;276;;2;13;1281
;;1213;;19;129;4676
;;382;;1;8;1400
;;431;;7;95;2046
;;2407;;18;101;7579
;;333;;1;50;1066
;;3853;;120;548;17088
;;1378;;26;248;5059
;;355;;6;45;1698
;;1943;;35;315;8233
;;745;;10;83;2754
;;480;;3;63;2024
;;208;;2;9;975
;;328;;8;63;1383
;;1716;;28;215;7208
;;1516;;16;70;6205
;;3167;;51;234;15314
;;265;;3;26;1288
;;1104;;8;77;4698
;;604;;6;63;2962
;;699;;6;57;2874
;;1028;;11;61;4943
;;4532;;140;439;20517
;;1533;;49;365;6484
;;2033;;52;167;9080
;;1832;;40;174;8449
;;256;;2;12;1127
;;936;;23;196;3123
;;378;;3;30;1404
;;221;;8;22;898
;;1480;;22;141;6098
;;896;;10;94;4038
;;291;;6;30;1630
;;268;;0;12;1341
;;327;;7;44;1219
;;858;;5;62;2876
;;582;;9;93;2252
;;600;;4;19;2187
;;1885;;51;262;9626
;;2715;;66;422;14734
;;2470;;56;445;13484
;;2978;;26;188;13927
;;2028;;24;267;9313
;;303;;21;97;1475
;;98;;5;17;817
;;136;;37;121;2905
;;233;;33;140;1957
;;131;;1;3;1272
;;84373;;1560;10046;381726
;;303;;21;97;1475
;;98;;5;17;817
;;136;;37;121;2905
;;233;;33;140;1957
;;131;;1;3;1272
;;20473;;455;2364;99130
;;2764;;61;330;12348
;;4825;;46;435;19649
;;3357;;78;683;14244
;;9222;;216;1383;37791
;;10178;;114;806;37982
;;2720;;39;238;13183
;;1647;;35;352;7940
;;3853;;63;503;17054
;;4580;;78;567;21506
;;11630;;130;1001;51176
;;8018;;145;976;40346
;;205;;3;30;951
;;621;;6;84;2864
;;1112;;12;74;4290
;;586;;3;14;2132
;;251;;1;73;1141
;;253;;2;9;1258
;;1528;;16;165;6548
;;500;;1;24;2046
;;374;;0;11;1186
;;80;;5;20;417
;;439;;5;30;1956
;;367;;2;41;1215
;;233;;1;41;1024
;;3610;;96;477;21291
;;600;;8;82;2640
;;134;;0;14;579
;;159;;3;18;651
;;326;;6;46;1168
;;512;;0;20;1567
;;219;;1;3;920
;;939;;8;106;3770
;;246;;3;24;1249
;;97;;6;20;587
;;221;;4;94;855
;;519;;12;44;2408
;;771;;10;53;2927
;;493;;7;111;1930
;;513;;12;29;2874
;;262;;9;58;1119
;;117;;3;24;500
;;88;;0;5;452
;;649;;9;89;2968
;;812;;20;126;5257
;;101;;1;5;461
;;1072;;27;146;5419
;;985;;16;100;4669
;;708;;14;176;3530
;;266;;4;24;1036
;;497;;11;59;2195
;;1765;;13;191;7627
;;484;;0;13;1988
;;245;;2;20;897
;;329;;3;50;1612
;;1362;;19;128;5861
;;253;;1;40;1281
;;840;;12;65;3952
;;650;;27;126;3088
;;100;;0;5;405
;;184;;1;16;862
;;119;;1;6;443
;;710;;12;67;3364
;;376;;7;81;1496
;;904;;19;148;3544
;;369;;4;24;1361
;;276;;2;12;1282
;;1213;;19;129;4678
;;382;;1;8;1400
;;431;;7;96;2046
;;2408;;17;97;7583
;;333;;1;47;1069
;;3856;;117;532;17109
;;1380;;25;242;5066
;;355;;5;44;1699
;;1944;;32;300;8248
;;745;;9;81;2756
;;480;;3;63;2024
;;208;;2;9;975
;;328;;9;62;1385
;;1717;;28;209;7214
;;1516;;16;70;6208
;;3167;;47;223;15325
;;265;;3;26;1288
;;1105;;6;73;4702
;;604;;6;59;2965
;;699;;6;48;2884
;;1028;;9;56;4951
;;4535;;132;419;20541
;;1536;;46;338;6509
;;2035;;52;165;9085
;;1833;;37;174;8454
;;256;;2;9;1130
;;936;;23;194;3125
;;378;;2;31;1404
;;221;;6;21;899
;;1480;;21;138;6101
;;898;;8;91;4040
;;291;;5;29;1632
;;268;;0;12;1341
;;327;;7;42;1221
;;858;;5;59;2881
;;582;;9;90;2255
;;600;;4;19;2187
;;1887;;51;262;9627
;;2715;;62;416;14748
;;2470;;57;444;13488
;;2978;;26;184;13937
;;2030;;25;257;9330
;;304;;19;92;1482
;;98;;5;16;818
;;136;;35;123;2915
;;233;;34;138;1965
;;131;;1;3;1272
;;84406;;1509;9771;382124
;;304;;19;92;1482
;;98;;5;16;818
;;136;;35;123;2915
;;233;;34;138;1965
;;131;;1;3;1272
;;20483;;442;2321;99210
;;2767;;57;308;12372
;;4827;;43;418;19667
;;3360;;73;656;14274
;;9228;;209;1342;37838
;;10180;;114;785;38011
;;2721;;37;232;13195
;;1647;;33;354;7944
;;3854;;62;489;17075
;;4581;;74;556;21522
;;11631;;124;956;51233
;;8020;;144;953;40379
;;205;;3;29;952
;;621;;5;84;2865
;;1113;;10;68;4296
;;588;;2;13;2132
;;252;;1;53;1161
;;253;;2;9;1258
;;1528;;16;165;6548
;;500;;1;24;2046
;;374;;0;11;1186
;;80;;5;19;418
;;439;;5;32;1955
;;367;;2;39;1218
;;234;;1;37;1027
;;3615;;95;460;21314
;;600;;8;82;2642
;;134;;0;13;580
;;159;;3;18;651
;;326;;6;43;1172
;;512;;0;20;1567
;;219;;1;3;920
;;940;;8;105;3774
;;246;;3;26;1249
;;97;;6;20;587
;;221;;4;92;857
;;519;;12;44;2408
;;771;;10;50;2932
;;493;;6;111;1930
;;513;;9;24;2879
;;264;;5;57;1120
;;117;;3;22;502
;;88;;0;5;452
;;649;;9;85;2972
;;812;;19;126;5258
;;101;;1;6;461
;;1074;;24;139;5426
;;985;;15;98;4671
;;708;;13;165;3543
;;266;;4;24;1036
;;497;;11;57;2197
;;1765;;12;189;7631
;;484;;0;12;1989
;;245;;2;21;898
;;329;;1;42;1621
;;1362;;17;123;5869
;;253;;1;40;1281
;;841;;10;60;3957
;;650;;27;122;3091
;;100;;0;4;407
;;184;;1;15;863
;;119;;1;6;443
;;710;;11;63;3368
;;376;;8;79;1499
;;904;;19;132;3562
;;369;;4;20;1365
;;276;;2;11;1283
;;1214;;18;128;4679
;;382;;1;8;1400
;;431;;7;95;2047
;;2408;;17;96;7586
;;333;;1;46;1070
;;3858;;111;508;17136
;;1381;;21;234;5074
;;355;;5;41;1702
;;1944;;30;295;8252
;;745;;10;79;2759
;;480;;2;62;2027
;;208;;2;9;975
;;328;;9;61;1385
;;1718;;25;209;7216
;;1517;;15;68;6211
;;3169;;44;218;15333
;;265;;3;26;1288
;;1105;;6;70;4706
;;606;;5;48;2975
;;699;;6;45;2887
;;1029;;7;53;4954
;;4537;;129;404;20568
;;1537;;42;327;6521
;;2036;;52;164;9088
;;1833;;37;166;8464
;;256;;2;5;1134
;;936;;23;193;3127
;;378;;2;31;1404
;;222;;6;19;900
;;1481;;20;134;6105
;;898;;8;91;4040
;;291;;4;28;1635
;;268;;0;12;1341
;;328;;7;41;1223
;;858;;5;58;2883
;;582;;9;88;2258
;;600;;4;18;2189
;;1887;;48;251;9638
;;2715;;62;399;14770
;;2471;;55;435;13497
;;2981;;25;173;13946
;;2032;;24;200;9386
;;304;;19;92;1482
;;98;;5;16;818
;;136;;34;118;2932
;;237;;31;141;1971
;;131;;0;1;1274
;;84450;;1439;9392;382593
;;304;;19;92;1482
;;98;;5;16;818
;;136;;34;118;2932
;;237;;31;141;1971
;;131;;0;1;1274
;;20492;;432;2192;99357
;;2767;;52;289;12391
;;4828;;43;409;19682
;;3361;;69;640;14294
;;9232;;195;1298;37885
;;10183;;109;762;38043
;;2724;;32;210;13218
;;1649;;28;343;7959
;;3857;;58;471;17099
;;4583;;72;540;21539
;;11636;;115;931;51269
;;8027;;142;912;40426
;;205;;3;27;954
;;621;;4;85;2865
;;1113;;9;63;4301
;;588;;2;13;2133
;;252;;1;54;1161
;;253;;2;8;1259
;;1528;;14;161;6552
;;500;;1;21;2049
;;374;;0;9;1188
;;80;;5;19;418
;;440;;6;31;1956
;;367;;2;39;1219
;;234;;0;36;1028
;;3616;;91;452;21336
;;600;;9;79;2647
;;134;;0;13;580
;;159;;3;16;656
;;326;;6;40;1175
;;513;;1;17;1570
;;219;;1;3;920
;;940;;7;105;3776
;;246;;3;26;1249
;;97;;5;21;587
;;221;;4;89;860
;;520;;12;40;2411
;;771;;9;50;2933
;;495;;5;107;1932
;;514;;8;23;2880
;;264;;5;58;1122
;;117;;3;22;502
;;88;;0;5;452
;;650;;8;82;2974
;;812;;19;123;5262
;;101;;1;4;463
;;1074;;23;139;5428
;;986;;14;95;4674
;;709;;11;162;3546
;;266;;4;24;1036
;;497;;11;56;2199
;;1766;;12;188;7636
;;484;;0;12;1989
;;246;;2;23;898
;;329;;1;40;1624
;;1364;;15;115;5876
;;253;;1;39;1282
;;841;;10;61;3959
;;650;;25;122;3091
;;100;;0;4;407
;;184;;1;12;866
;;119;;0;6;444
;;710;;10;63;3370
;;376;;8;71;1507
;;904;;18;129;3565
;;370;;3;18;1367
;;276;;2;9;1285
;;1214;;19;128;4681
;;382;;1;8;1400
;;431;;7;95;2048
;;2408;;18;92;7590
;;333;;1;47;1069
;;3858;;103;494;17155
;;1381;;21;230;5078
;;355;;5;40;1703
;;1945;;28;294;8255
;;745;;10;77;2761
;;480;;2;58;2031
;;209;;1;9;974
;;328;;9;61;1386
;;1719;;23;198;7226
;;1517;;15;66;6214
;;3172;;42;211;15335
;;265;;3;25;1289
;;1105;;6;70;4708
;;607;;5;44;2977
;;699;;6;45;2882
;;1029;;8;50;4958
;;4538;;127;385;20593
;;1537;;42;325;6523
;;2036;;52;160;9098
;;1835;;33;162;8467
;;256;;2;5;1134
;;936;;23;193;3127
;;378;;2;30;1405
;;222;;5;16;903
;;1481;;19;133;6106
;;898;;6;88;4046
;;291;;4;27;1636
;;268;;0;14;1340
;;328;;6;41;1223
;;858;;3;58;2884
;;582;;8;85;2261
;;600;;4;19;2189
;;1888;;46;247;9643
;;2717;;58;386;14788
;;2473;;57;431;13505
;;2981;;26;168;13953
;;2033;;22;199;9389
;;305;;19;97;1484
;;98;;6;15;820
;;136;;35;115;2945
;;238;;34;145;1978
;;131;;0;2;1272
;;84483;;1389;9190;382897
;;305;;19;97;1484
;;98;;6;15;820
;;136;;35;115;2945
;;238;;34;145;1978
;;131;;0;2;1272
;;20501;;421;2138;99436
;;2769;;50;282;12400
;;4829;;41;403;19692
;;3363;;69;622;14312
;;9233;;184;1274;37916
;;10186;;106;737;38071
;;2725;;31;204;13227
;;1650;;26;341;7965
;;3858;;55;461;17118
;;4586;;66;524;21557
;;11642;;110;907;51290
;;8028;;133;896;40460
;;205;;3;27;954
;;621;;2;71;2878
;;1113;;9;61;4303
;;588;;2;11;2135
;;252;;1;52;1161
;;253;;2;8;1259
;;1528;;13;161;6552
;;500;;1;21;2049
;;374;;0;8;1189
;;80;;4;18;418
;;440;;5;31;1956
;;367;;1;37;1221
;;234;;0;36;1028
;;3617;;92;454;21337
;;600;;8;78;2648
;;134;;0;12;581
;;159;;3;16;656
;;326;;6;40;1175
;;513;;1;17;1570
;;219;;0;0;924
;;940;;7;105;3776
;;246;;3;26;1249
;;97;;5;19;589
;;221;;4;87;862
;;520;;12;40;2411
;;771;;9;48;2936
;;496;;5;106;1934
;;514;;8;23;2880
;;264;;5;58;1125
;;117;;3;22;502
;;88;;0;5;452
;;650;;6;80;2976
;;812;;18;123;5262
;;101;;1;4;464
;;1074;;22;139;5428
;;986;;14;95;4675
;;709;;11;162;3546
;;266;;4;25;1036
;;497;;10;57;2199
;;1766;;12;186;7634
;;484;;0;12;1989
;;246;;2;23;898
;;329;;1;38;1626
;;1364;;15;113;5876
;;253;;1;39;1282
;;841;;10;62;3959
;;650;;23;118;3098
;;100;;0;4;407
;;185;;1;10;867
;;119;;0;6;444
;;710;;10;61;3375
;;376;;8;71;1507
;;904;;18;129;3565
;;370;;3;15;1370
;;276;;2;8;1286
;;1214;;19;125;4685
;;382;;1;8;1400
;;431;;6;92;2051
;;2408;;18;92;7590
;;333;;1;47;1069
;;3858;;104;486;17164
;;1381;;20;229;5081
;;355;;5;40;1703
;;1945;;28;294;8256
;;745;;10;77;2761
;;480;;2;57;2032
;;209;;1;7;976
;;328;;9;61;1386
;;1720;;21;189;7235
;;1518;;13;62;6218
;;3173;;41;187;15359
;;265;;3;25;1289
;;1105;;6;70;4708
;;608;;5;43;2977
;;699;;6;45;2882
;;1029;;8;50;4958
;;4538;;123;376;20603
;;1538;;41;310;6538
;;2039;;48;154;9109
;;1835;;34;163;8469
;;256;;2;5;1134
;;936;;22;194;3131
;;378;;2;29;1406
;;222;;5;16;903
;;1481;;19;132;6107
;;898;;6;86;4048
;;291;;4;27;1636
;;268;;0;12;1342
;;328;;6;40;1224
;;858;;3;57;2885
;;582;;7;87;2262
;;600;;4;16;2189
;;1888;;44;247;9644
;;2717;;56;386;14793
;;2473;;57;427;13514
;;2981;;21;162;13962
;;2033;;19;195;9392
;;305;;17;93;1491
;;98;;6;15;821
;;136;;36;111;2954
;;239;;37;145;1988
;;131;;0;2;1272
;;84495;;1349;9024;383122
;;305;;17;93;1491
;;98;;6;15;821
;;136;;36;111;2954
;;239;;37;145;1988
;;131;;0;2;1272
;;20504;;402;2110;99486
;;2769;;47;278;12409
;;4829;;40;402;19693
;;3365;;67;605;14330
;;9233;;183;1264;37935
;;10188;;101;716;38093
;;2726;;31;201;13233
;;1650;;25;338;7971
;;3859;;53;448;17131
;;4586;;61;516;21566
;;11643;;107;860;51331
;;8029;;133;893;40464
;;205;;3;27;954
;;621;;2;71;2878
;;1113;;9;61;4303
;;588;;2;11;2135
;;252;;1;52;1161
;;253;;2;8;1259
;;1528;;13;161;6552
;;500;;1;21;2049
;;374;;0;8;1189
;;81;;3;17;418
;;440;;5;31;1956
;;367;;1;37;1221
;;234;;0;36;1028
;;3617;;92;453;21338
;;600;;7;75;2653
;;134;;0;12;581
;;159;;3;16;656
;;326;;6;40;1175
;;513;;1;17;1570
;;219;;0;0;924
;;940;;7;105;3776
;;246;;3;26;1249
;;97;;5;19;589
;;221;;4;87;862
;;520;;12;40;2411
;;771;;9;48;2936
;;496;;5;106;1934
;;514;;8;23;2880
;;264;;5;57;1127
;;117;;3;22;502
;;88;;0;5;452
;;650;;6;80;2976
;;812;;18;123;5262
;;101;;1;4;464
;;1074;;22;139;5428
;;987;;14;96;4675
;;709;;11;163;3546
;;266;;4;24;1037
;;497;;10;57;2199
;;1766;;12;186;7634
;;484;;0;13;1989
;;246;;2;23;898
;;329;;1;38;1626
;;1364;;15;114;5876
;;253;;1;39;1282
;;841;;10;61;3961
;;651;;22;117;3099
;;100;;0;4;407
;;185;;1;10;867
;;119;;0;6;444
;;710;;10;61;3375
;;376;;8;71;1507
;;904;;18;129;3565
;;370;;3;15;1370
;;276;;2;8;1286
;;1214;;18;125;4685
;;382;;1;8;1400
;;431;;6;91;2052
;;2408;;18;92;7590
;;333;;1;47;1069
;;3859;;103;485;17164
;;1381;;20;229;5081
;;355;;5;40;1703
;;1945;;28;294;8256
;;745;;10;77;2761
;;480;;2;56;2033
;;209;;1;7;976
;;328;;9;61;1386
;;1725;;20;168;7251
;;1518;;13;61;6219
;;3173;;41;187;15359
;;265;;3;25;1289
;;1105;;6;70;4708
;;608;;5;43;2977
;;699;;6;45;2882
;;1029;;8;50;4958
;;4538;;123;380;20603
;;1539;;41;309;6538
;;2039;;48;154;9109
;;1835;;35;164;8469
;;256;;1;4;1135
;;936;;22;194;3131
;;378;;2;29;1406
;;222;;5;16;903
;;1484;;19;129;6107
;;898;;6;84;4050
;;291;;4;27;1636
;;268;;0;12;1342
;;328;;6;40;1224
;;858;;3;57;2885
;;582;;7;87;2262
;;600;;5;13;2195
;;1888;;44;245;9646
;;2717;;56;388;14793
;;2473;;57;426;13515
;;2981;;19;158;13968
;;2033;;20;194;9394
;;305;;17;93;1491
;;98;;6;15;821
;;137;;35;116;2962
;;242;;40;144;1992
;;131;;0;1;1272
;;84512;;1345;8986;383185
;;305;;17;93;1491
;;98;;6;15;821
;;137;;35;116;2962
;;242;;40;144;1992
;;131;;0;1;1272
;;20504;;402;2109;99497
;;2770;;46;276;12411
;;4829;;41;400;19699
;;3366;;66;601;14335
;;9234;;182;1263;37935
;;10193;;99;694;38110
;;2726;;31;200;13235
;;1650;;25;337;7974
;;3859;;52;446;17133
;;4588;;60;516;21566
;;11643;;107;861;51331
;;8032;;133;887;40467
;;205;;3;27;954
;;622;;2;69;2879
;;1113;;7;58;4306
;;588;;2;12;2135
;;252;;1;52;1161
;;253;;2;8;1260
;;1528;;14;158;6556
;;500;;1;23;2050
;;374;;0;8;1189
;;81;;3;18;418
;;440;;5;30;1957
;;368;;1;36;1221
;;234;;0;35;1029
;;3619;;91;437;21357
;;600;;7;75;2653
;;135;;0;7;585
;;159;;3;17;656
;;326;;6;40;1175
;;513;;1;17;1570
;;219;;0;0;924
;;941;;8;110;3775
;;247;;2;23;1251
;;97;;5;19;589
;;221;;4;87;862
;;521;;10;38;2412
;;771;;9;48;2937
;;496;;5;107;1934
;;514;;8;23;2881
;;264;;6;56;1128
;;117;;3;22;502
;;88;;0;5;452
;;650;;6;77;2979
;;812;;16;121;5266
;;101;;1;5;464
;;1074;;23;139;5431
;;987;;14;94;4677
;;709;;11;162;3549
;;266;;4;25;1037
;;497;;10;56;2200
;;1766;;11;185;7642
;;484;;0;11;1991
;;247;;2;20;901
;;329;;1;38;1626
;;1364;;17;110;5882
;;253;;1;39;1282
;;841;;10;60;3962
;;652;;20;117;3100
;;100;;0;4;408
;;185;;1;9;868
;;119;;0;6;444
;;710;;10;59;3377
;;376;;8;71;1508
;;904;;18;125;3569
;;370;;2;14;1371
;;276;;2;8;1286
;;1214;;18;124;4686
;;382;;1;9;1400
;;431;;6;91;2052
;;2408;;18;92;7591
;;333;;1;47;1069
;;3863;;104;488;17170
;;1383;;19;226;5085
;;355;;5;39;1704
;;1945;;28;290;8261
;;745;;10;78;2762
;;480;;2;54;2035
;;209;;1;7;976
;;330;;8;58;1387
;;1725;;18;166;7258
;;1518;;11;61;6220
;;3175;;40;185;15367
;;265;;3;13;1301
;;1105;;6;71;4712
;;609;;5;38;2981
;;699;;6;44;2883
;;1030;;6;49;4960
;;4544;;119;379;20614
;;1541;;38;294;6556
;;2040;;46;151;9111
;;1838;;31;158;8470
;;256;;1;4;1135
;;936;;21;194;3131
;;378;;2;29;1406
;;222;;5;16;903
;;1486;;18;129;6109
;;898;;6;84;4050
;;292;;1;26;1636
;;268;;0;12;1342
;;328;;6;39;1225
;;858;;3;57;2885
;;583;;6;86;2266
;;600;;4;12;2196
;;1890;;41;239;9651
;;2717;;58;389;14805
;;2474;;54;419;13525
;;2981;;18;153;13976
;;2035;;19;172;9416
;;305;;17;93;1491
;;98;;6;15;821
;;137;;38;124;2968
;;243;;36;148;2003
;;131;;0;1;1272
;;84556;;1304;8846;383447
;;305;;17;93;1491
;;98;;6;15;821
;;137;;38;124;2968
;;243;;36;148;2003
;;131;;0;1;1272
;;20519;;386;2060;99568
;;2771;;44;276;12414
;;4832;;38;388;19722
;;3368;;63;586;14355
;;9240;;179;1256;37953
;;10193;;94;686;38126
;;2728;;28;191;13242
;;1651;;25;332;7980
;;3860;;53;440;17143
;;4591;;57;506;21578
;;11648;;105;849;51364
;;8036;;132;868;40493
;;205;;3;27;954
;;623;;2;65;2882
;;1113;;7;56;4308
;;588;;2;12;2135
;;252;;1;44;1168
;;253;;2;8;1260
;;1528;;11;152;6563
;;500;;1;23;2052
;;374;;0;8;1189
;;81;;3;17;419
;;440;;5;30;1957
;;368;;1;36;1222
;;234;;0;34;1029
;;3619;;87;426;21372
;;600;;6;70;2659
;;135;;0;7;585
;;159;;3;15;658
;;326;;6;40;1175
;;513;;1;17;1570
;;219;;0;0;924
;;941;;8;110;3775
;;247;;2;23;1252
;;97;;5;18;590
;;221;;4;87;862
;;521;;10;37;2414
;;771;;9;47;2938
;;498;;4;94;1946
;;514;;7;23;2881
;;264;;6;53;1131
;;117;;3;22;502
;;88;;0;5;452
;;650;;6;76;2980
;;812;;17;120;5270
;;101;;1;5;464
;;1074;;20;137;5434
;;987;;14;87;4686
;;709;;11;159;3553
;;266;;4;25;1037
;;497;;10;54;2202
;;1766;;12;180;7652
;;484;;0;11;1991
;;247;;2;20;902
;;329;;1;40;1626
;;1365;;18;106;5886
;;253;;1;37;1284
;;841;;8;57;3964
;;653;;18;114;3102
;;100;;0;3;409
;;185;;1;10;868
;;119;;0;6;444
;;710;;10;59;3378
;;376;;8;68;1512
;;905;;17;122;3572
;;370;;2;14;1372
;;276;;3;9;1288
;;1214;;16;123;4688
;;382;;1;8;1401
;;431;;6;92;2052
;;2408;;17;92;7593
;;333;;1;46;1070
;;3866;;105;484;17178
;;1384;;17;225;5089
;;355;;2;39;1704
;;1945;;27;293;8263
;;745;;8;75;2765
;;480;;3;54;2036
;;209;;1;7;976
;;330;;8;56;1389
;;1729;;17;143;7277
;;1518;;12;61;6223
;;3175;;40;179;15374
;;265;;3;14;1301
;;1105;;6;70;4713
;;609;;5;39;2981
;;699;;5;44;2884
;;1030;;7;45;4963
;;4545;;110;368;20626
;;1541;;37;271;6581
;;2041;;46;151;9114
;;1838;;31;158;8475
;;256;;1;5;1135
;;937;;20;190;3135
;;378;;2;28;1407
;;222;;5;16;903
;;1486;;18;128;6111
;;899;;5;83;4056
;;292;;0;23;1640
;;268;;0;11;1343
;;328;;6;39;1225
;;858;;3;57;2885
;;583;;6;87;2266
;;600;;2;8;2200
;;1892;;37;226;9665
;;2718;;52;377;14818
;;2474;;54;413;13534
;;2983;;18;148;13981
;;2036;;18;171;9418
;;306;;17;94;1493
;;98;;5;18;820
;;139;;38;122;2984
;;244;;32;147;2015
;;131;;0;1;1272
;;84584;;1250;8627;383768
;;306;;17;94;1493
;;98;;5;18;820
;;139;;38;122;2984
;;244;;32;147;2015
;;131;;0;1;1272
;;20527;;366;2012;99631
;;2772;;41;273;12418
;;4832;;36;383;19730
;;3370;;57;542;14402
;;9245;;176;1248;37973
;;10198;;90;658;38157
;;2728;;26;187;13251
;;1651;;25;327;7988
;;3860;;51;436;17152
;;4591;;58;491;21598
;;11650;;105;820;51400
;;8037;;124;841;40530
;;205;;3;27;954
;;623;;2;65;2882
;;1113;;6;56;4309
;;588;;3;14;2134
;;252;;1;44;1168
;;253;;2;8;1260
;;1529;;12;144;6572
;;500;;1;23;2051
;;374;;0;8;1189
;;81;;3;17;419
;;440;;5;30;1958
;;368;;1;28;1230
;;234;;0;32;1031
;;3621;;81;426;21383
;;600;;6;71;2659
;;135;;0;6;586
;;159;;3;15;658
;;326;;6;39;1176
;;513;;1;17;1570
;;219;;0;0;924
;;941;;8;108;3776
;;247;;3;21;1256
;;97;;6;19;590
;;221;;4;87;862
;;521;;10;38;2414
;;771;;9;47;2938
;;498;;4;93;1947
;;514;;6;21;2884
;;264;;6;55;1132
;;117;;3;22;502
;;88;;0;5;452
;;650;;6;74;2982
;;812;;17;119;5273
;;101;;1;5;464
;;1074;;20;136;5436
;;987;;14;87;4686
;;709;;9;156;3557
;;266;;4;25;1037
;;497;;10;54;2202
;;1766;;11;181;7647
;;484;;0;11;1991
;;247;;2;23;902
;;329;;1;40;1626
;;1365;;18;104;5890
;;253;;1;38;1285
;;841;;8;56;3969
;;653;;19;115;3102
;;100;;0;3;409
;;185;;1;10;868
;;119;;0;6;444
;;710;;10;58;3381
;;376;;8;69;1513
;;907;;12;110;3581
;;371;;1;13;1373
;;276;;2;8;1289
;;1214;;15;120;4691
;;382;;1;9;1401
;;432;;6;88;2055
;;2408;;17;93;7594
;;333;;1;46;1070
;;3868;;101;471;17194
;;1385;;17;215;5098
;;355;;2;40;1704
;;1945;;27;289;8271
;;745;;7;76;2764
;;480;;3;56;2036
;;209;;1;7;976
;;331;;7;46;1399
;;1729;;17;142;7279
;;1518;;11;61;6225
;;3176;;37;170;15382
;;265;;3;15;1301
;;1105;;6;59;4721
;;609;;4;37;2983
;;699;;4;47;2881
;;1030;;7;44;4964
;;4546;;107;341;20664
;;1542;;35;264;6588
;;2041;;43;146;9118
;;1840;;26;154;8483
;;256;;1;5;1135
;;937;;19;187;3139
;;378;;2;28;1407
;;222;;4;14;905
;;1486;;18;126;6113
;;899;;4;83;4057
;;292;;0;22;1641
;;268;;0;10;1344
;;328;;5;38;1225
;;859;;3;54;2887
;;585;;5;84;2270
;;600;;2;9;2200
;;1892;;37;222;9673
;;2718;;52;372;14825
;;2476;;47;397;13552
;;2983;;17;145;13987
;;2036;;17;168;9423
;;309;;19;104;1494
;;98;;5;18;820
;;139;;38;116;2997
;;245;;37;153;2024
;;131;;0;0;1272
;;84609;;1204;8451;384051
;;309;;19;104;1494
;;98;;5;18;820
;;139;;38;116;2997
;;245;;37;153;2024
;;131;;0;0;1272
;;20532;;346;1945;99725
;;2772;;41;272;12421
;;4834;;35;370;19743
;;3371;;55;537;14411
;;9248;;170;1218;38011
;;10202;;82;640;38178
;;2728;;24;181;13263
;;1652;;24;320;8000
;;3860;;51;438;17156
;;4592;;56;466;21625
;;11651;;100;815;51404
;;8040;;118;831;40553
;;205;;3;27;954
;;623;;2;65;2881
;;1113;;5;56;4310
